t_days,Ca_uM,YAP_nuclear,NFkB_active,STAT6_active,phenotype_inflammatory,phenotype_transitional,phenotype_healing,phenotype_fbgc_prone,fbgc_risk
19.9403,0.57504,0.66694,0.04083,0.68661,0.29127,0.11204,0.58054,0.31527,0.2864
19.941,0.57504,0.66694,0.04083,0.6866,0.29127,0.11204,0.58054,0.31527,0.2864
19.9417,0.57504,0.66694,0.04083,0.6866,0.29127,0.11204,0.58054,0.31526,0.2864
19.9424,0.57504,0.66694,0.04083,0.68659,0.29127,0.11204,0.58053,0.31526,0.2864
19.9431,0.57504,0.66694,0.04083,0.68659,0.29127,0.11204,0.58053,0.31526,0.2864
19.9438,0.57504,0.66694,0.04083,0.68658,0.29127,0.11204,0.58052,0.31526,0.28639
19.9444,0.57504,0.66694,0.04083,0.68658,0.29127,0.11204,0.58052,0.31525,0.28639
19.9451,0.57504,0.66694,0.04083,0.68657,0.29127,0.11204,0.58052,0.31525,0.28639
19.9458,0.57504,0.66694,0.04083,0.68657,0.29127,0.11204,0.58051,0.31525,0.28639
19.9465,0.57504,0.66694,0.04083,0.68656,0.29127,0.11204,0.58051,0.31525,0.28639
19.9472,0.57504,0.66694,0.04083,0.68656,0.29127,0.11204,0.58051,0.31524,0.28639
19.9479,0.57504,0.66694,0.04083,0.68655,0.29127,0.11204,0.5805,0.31524,0.28638
19.9486,0.57504,0.66694,0.04083,0.68654,0.29127,0.11204,0.5805,0.31524,0.28638
19.9493,0.57504,0.66694,0.04083,0.68654,0.29127,0.11204,0.5805,0.31524,0.28638
19.95,0.57504,0.66694,0.04083,0.68653,0.29127,0.11204,0.58049,0.31524,0.28638
19.9507,0.57504,0.66694,0.04083,0.68653,0.29127,0.11204,0.58049,0.31523,0.28638
19.9514,0.57504,0.66694,0.04083,0.68652,0.29127,0.11204,0.58048,0.31523,0.28637
19.9521,0.57504,0.66694,0.04083,0.68652,0.29127,0.11204,0.58048,0.31523,0.28637
19.9528,0.57504,0.66694,0.04083,0.68651,0.29127,0.11204,0.58048,0.31523,0.28637
19.9535,0.57504,0.66694,0.04083,0.68651,0.29127,0.11204,0.58047,0.31522,0.28637
19.9542,0.57504,0.66694,0.04083,0.6865,0.29127,0.11204,0.58047,0.31522,0.28637
19.9549,0.57504,0.66694,0.04083,0.6865,0.29127,0.11204,0.58047,0.31522,0.28637
19.9556,0.57504,0.66694,0.04083,0.68649,0.29127,0.11204,0.58046,0.31522,0.28636
19.9562,0.57504,0.66694,0.04083,0.68649,0.29127,0.11204,0.58046,0.31521,0.28636
19.9569,0.57504,0.66694,0.04083,0.68648,0.29127,0.11204,0.58046,0.31521,0.28636
19.9576,0.57504,0.66694,0.04083,0.68648,0.29127,0.11204,0.58045,0.31521,0.28636
19.9583,0.57504,0.66694,0.04083,0.68647,0.29127,0.11204,0.58045,0.31521,0.28636
19.959,0.57504,0.66694,0.04083,0.68647,0.29127,0.11204,0.58045,0.3152,0.28635
19.9597,0.57504,0.66694,0.04083,0.68646,0.29127,0.11204,0.58044,0.3152,0.28635
19.9604,0.57504,0.66694,0.04083,0.68646,0.29127,0.11204,0.58044,0.3152,0.28635
19.9611,0.57504,0.66694,0.04083,0.68645,0.29127,0.11204,0.58043,0.3152,0.28635
19.9618,0.57504,0.66694,0.04083,0.68645,0.29127,0.11204,0.58043,0.3152,0.28635
19.9625,0.57504,0.66694,0.04083,0.68644,0.29127,0.11205,0.58043,0.31519,0.28635
19.9632,0.57504,0.66694,0.04083,0.68644,0.29127,0.11205,0.58042,0.31519,0.28634
19.9639,0.57504,0.66694,0.04083,0.68643,0.29127,0.11205,0.58042,0.31519,0.28634
19.9646,0.57504,0.66694,0.04083,0.68643,0.29127,0.11205,0.58042,0.31519,0.28634
19.9653,0.57504,0.66694,0.04083,0.68642,0.29127,0.11205,0.58041,0.31518,0.28634
19.966,0.57504,0.66694,0.04083,0.68642,0.29127,0.11205,0.58041,0.31518,0.28634
19.9667,0.57504,0.66694,0.04083,0.68641,0.29127,0.11205,0.58041,0.31518,0.28633
19.9674,0.57504,0.66694,0.04083,0.68641,0.29127,0.11205,0.5804,0.31518,0.28633
19.9681,0.57504,0.66694,0.04083,0.6864,0.29127,0.11205,0.5804,0.31517,0.28633
19.9688,0.57504,0.66694,0.04083,0.6864,0.29127,0.11205,0.58039,0.31517,0.28633
19.9694,0.57504,0.66694,0.04083,0.68639,0.29127,0.11205,0.58039,0.31517,0.28633
19.9701,0.57504,0.66694,0.04083,0.68639,0.29127,0.11205,0.58039,0.31517,0.28633
19.9708,0.57504,0.66694,0.04083,0.68638,0.29127,0.11205,0.58038,0.31516,0.28632
19.9715,0.57504,0.66694,0.04083,0.68638,0.29127,0.11205,0.58038,0.31516,0.28632
19.9722,0.57504,0.66694,0.04083,0.68637,0.29127,0.11205,0.58038,0.31516,0.28632
19.9729,0.57504,0.66694,0.04083,0.68636,0.29127,0.11205,0.58037,0.31516,0.28632
19.9736,0.57504,0.66694,0.04083,0.68636,0.29127,0.11205,0.58037,0.31516,0.28632
19.9743,0.57504,0.66694,0.04083,0.68635,0.29127,0.11205,0.58037,0.31515,0.28631
19.975,0.57504,0.66694,0.04083,0.68635,0.29127,0.11205,0.58036,0.31515,0.28631
19.9757,0.57504,0.66694,0.04083,0.68634,0.29127,0.11205,0.58036,0.31515,0.28631
19.9764,0.57504,0.66694,0.04083,0.68634,0.29127,0.11205,0.58036,0.31515,0.28631
19.9771,0.57504,0.66694,0.04083,0.68633,0.29127,0.11205,0.58035,0.31514,0.28631
19.9778,0.57504,0.66694,0.04083,0.68633,0.29127,0.11205,0.58035,0.31514,0.28631
19.9785,0.57504,0.66694,0.04083,0.68632,0.29127,0.11205,0.58034,0.31514,0.2863
19.9792,0.57504,0.66694,0.04083,0.68632,0.29127,0.11205,0.58034,0.31514,0.2863
19.9799,0.57504,0.66694,0.04083,0.68631,0.29127,0.11205,0.58034,0.31513,0.2863
19.9806,0.57504,0.66694,0.04083,0.68631,0.29127,0.11205,0.58033,0.31513,0.2863
19.9812,0.57504,0.66694,0.04083,0.6863,0.29127,0.11205,0.58033,0.31513,0.2863
19.9819,0.57504,0.66694,0.04083,0.6863,0.29127,0.11205,0.58033,0.31513,0.28629
19.9826,0.57504,0.66694,0.04083,0.68629,0.29127,0.11205,0.58032,0.31512,0.28629
19.9833,0.57504,0.66694,0.04083,0.68629,0.29127,0.11205,0.58032,0.31512,0.28629
19.984,0.57504,0.66694,0.04083,0.68628,0.29127,0.11205,0.58032,0.31512,0.28629
19.9847,0.57504,0.66694,0.04083,0.68628,0.29127,0.11205,0.58031,0.31512,0.28629
19.9854,0.57504,0.66694,0.04083,0.68627,0.29127,0.11205,0.58031,0.31512,0.28629
19.9861,0.57504,0.66694,0.04083,0.68627,0.29127,0.11205,0.5803,0.31511,0.28628
19.9868,0.57504,0.66694,0.04083,0.68626,0.29127,0.11205,0.5803,0.31511,0.28628
19.9875,0.57504,0.66694,0.04083,0.68626,0.29127,0.11205,0.5803,0.31511,0.28628
19.9882,0.57504,0.66694,0.04083,0.68625,0.29127,0.11205,0.58029,0.31511,0.28628
19.9889,0.57504,0.66694,0.04083,0.68625,0.29127,0.11205,0.58029,0.3151,0.28628
19.9896,0.57504,0.66694,0.04083,0.68624,0.29127,0.11205,0.58029,0.3151,0.28627
19.9903,0.57504,0.66694,0.04083,0.68624,0.29127,0.11206,0.58028,0.3151,0.28627
19.991,0.57504,0.66694,0.04083,0.68623,0.29127,0.11206,0.58028,0.3151,0.28627
19.9917,0.57504,0.66694,0.04083,0.68623,0.29127,0.11206,0.58028,0.31509,0.28627
19.9924,0.57504,0.66694,0.04083,0.68622,0.29127,0.11206,0.58027,0.31509,0.28627
19.9931,0.57504,0.66694,0.04083,0.68622,0.29127,0.11206,0.58027,0.31509,0.28627
19.9938,0.57504,0.66694,0.04083,0.68621,0.29127,0.11206,0.58027,0.31509,0.28626
19.9944,0.57504,0.66694,0.04083,0.68621,0.29127,0.11206,0.58026,0.31509,0.28626
19.9951,0.57504,0.66694,0.04083,0.6862,0.29127,0.11206,0.58026,0.31508,0.28626
19.9958,0.57504,0.66694,0.04083,0.6862,0.29127,0.11206,0.58025,0.31508,0.28626
19.9965,0.57504,0.66694,0.04083,0.68619,0.29127,0.11206,0.58025,0.31508,0.28626
19.9972,0.57504,0.66694,0.04083,0.68618,0.29127,0.11206,0.58025,0.31508,0.28625
19.9979,0.57504,0.66694,0.04083,0.68618,0.29127,0.11206,0.58024,0.31507,0.28625
19.9986,0.57504,0.66694,0.04083,0.68617,0.29127,0.11206,0.58024,0.31507,0.28625
19.9993,0.57504,0.66694,0.04083,0.68617,0.29127,0.11206,0.58024,0.31507,0.28625
20.0,0.57504,0.66694,0.04083,0.68616,0.29127,0.11206,0.58023,0.31507,0.28625
20.0007,0.57504,0.66694,0.04083,0.68616,0.29127,0.11206,0.58023,0.31506,0.28625
20.0014,0.57504,0.66694,0.04083,0.68615,0.29127,0.11206,0.58023,0.31506,0.28624
20.0021,0.57504,0.66694,0.04083,0.68615,0.29127,0.11206,0.58022,0.31506,0.28624
20.0028,0.57504,0.66694,0.04083,0.68614,0.29127,0.11206,0.58022,0.31506,0.28624
20.0035,0.57504,0.66694,0.04083,0.68614,0.29127,0.11206,0.58021,0.31505,0.28624
20.0042,0.57504,0.66694,0.04083,0.68613,0.29127,0.11206,0.58021,0.31505,0.28624
20.0049,0.57504,0.66694,0.04083,0.68613,0.29127,0.11206,0.58021,0.31505,0.28623
20.0056,0.57504,0.66694,0.04083,0.68612,0.29127,0.11206,0.5802,0.31505,0.28623
20.0062,0.57504,0.66694,0.04083,0.68612,0.29127,0.11206,0.5802,0.31505,0.28623
20.0069,0.57504,0.66694,0.04083,0.68611,0.29127,0.11206,0.5802,0.31504,0.28623
20.0076,0.57504,0.66694,0.04083,0.68611,0.29127,0.11206,0.58019,0.31504,0.28623
20.0083,0.57504,0.66694,0.04083,0.6861,0.29127,0.11206,0.58019,0.31504,0.28623
20.009,0.57504,0.66694,0.04083,0.6861,0.29127,0.11206,0.58019,0.31504,0.28622
20.0097,0.57504,0.66694,0.04083,0.68609,0.29127,0.11206,0.58018,0.31503,0.28622
20.0104,0.57504,0.66694,0.04083,0.68609,0.29127,0.11206,0.58018,0.31503,0.28622
20.0111,0.57504,0.66694,0.04083,0.68608,0.29127,0.11206,0.58018,0.31503,0.28622
20.0118,0.57504,0.66694,0.04083,0.68608,0.29127,0.11206,0.58017,0.31503,0.28622
20.0125,0.57504,0.66694,0.04083,0.68607,0.29127,0.11206,0.58017,0.31502,0.28622
20.0132,0.57504,0.66694,0.04083,0.68607,0.29127,0.11206,0.58016,0.31502,0.28621
20.0139,0.57504,0.66694,0.04083,0.68606,0.29127,0.11206,0.58016,0.31502,0.28621
20.0146,0.57504,0.66694,0.04083,0.68606,0.29127,0.11206,0.58016,0.31502,0.28621
20.0153,0.57504,0.66694,0.04083,0.68605,0.29127,0.11206,0.58015,0.31501,0.28621
20.016,0.57504,0.66694,0.04083,0.68605,0.29127,0.11206,0.58015,0.31501,0.28621
20.0167,0.57504,0.66694,0.04083,0.68604,0.29127,0.11206,0.58015,0.31501,0.2862
20.0174,0.57504,0.66694,0.04083,0.68604,0.29127,0.11206,0.58014,0.31501,0.2862
20.0181,0.57504,0.66694,0.04083,0.68603,0.29127,0.11206,0.58014,0.31501,0.2862
20.0188,0.57504,0.66694,0.04083,0.68603,0.29127,0.11207,0.58014,0.315,0.2862
20.0194,0.57504,0.66694,0.04083,0.68602,0.29127,0.11207,0.58013,0.315,0.2862
20.0201,0.57504,0.66694,0.04083,0.68602,0.29127,0.11207,0.58013,0.315,0.2862
20.0208,0.57504,0.66694,0.04083,0.68601,0.29127,0.11207,0.58013,0.315,0.28619
20.0215,0.57504,0.66694,0.04083,0.68601,0.29127,0.11207,0.58012,0.31499,0.28619
20.0222,0.57504,0.66694,0.04083,0.686,0.29127,0.11207,0.58012,0.31499,0.28619
20.0229,0.57504,0.66694,0.04083,0.68599,0.29127,0.11207,0.58011,0.31499,0.28619
20.0236,0.57504,0.66694,0.04083,0.68599,0.29127,0.11207,0.58011,0.31499,0.28619
20.0243,0.57504,0.66694,0.04083,0.68598,0.29127,0.11207,0.58011,0.31498,0.28618
20.025,0.57504,0.66694,0.04083,0.68598,0.29127,0.11207,0.5801,0.31498,0.28618
20.0257,0.57504,0.66694,0.04083,0.68597,0.29127,0.11207,0.5801,0.31498,0.28618
20.0264,0.57504,0.66694,0.04083,0.68597,0.29127,0.11207,0.5801,0.31498,0.28618
20.0271,0.57504,0.66694,0.04083,0.68596,0.29127,0.11207,0.58009,0.31497,0.28618
20.0278,0.57504,0.66694,0.04083,0.68596,0.29127,0.11207,0.58009,0.31497,0.28618
20.0285,0.57504,0.66694,0.04083,0.68595,0.29127,0.11207,0.58009,0.31497,0.28617
20.0292,0.57504,0.66694,0.04083,0.68595,0.29127,0.11207,0.58008,0.31497,0.28617
20.0299,0.57504,0.66694,0.04083,0.68594,0.29127,0.11207,0.58008,0.31497,0.28617
20.0306,0.57504,0.66694,0.04083,0.68594,0.29127,0.11207,0.58007,0.31496,0.28617
20.0312,0.57504,0.66694,0.04083,0.68593,0.29127,0.11207,0.58007,0.31496,0.28617
20.0319,0.57504,0.66694,0.04083,0.68593,0.29127,0.11207,0.58007,0.31496,0.28617
20.0326,0.57504,0.66694,0.04083,0.68592,0.29127,0.11207,0.58006,0.31496,0.28616
20.0333,0.57504,0.66694,0.04083,0.68592,0.29127,0.11207,0.58006,0.31495,0.28616
20.034,0.57504,0.66694,0.04083,0.68591,0.29127,0.11207,0.58006,0.31495,0.28616
20.0347,0.57504,0.66694,0.04083,0.68591,0.29127,0.11207,0.58005,0.31495,0.28616
20.0354,0.57504,0.66694,0.04083,0.6859,0.29127,0.11207,0.58005,0.31495,0.28616
20.0361,0.57504,0.66694,0.04083,0.6859,0.29127,0.11207,0.58005,0.31494,0.28615
20.0368,0.57504,0.66694,0.04083,0.68589,0.29127,0.11207,0.58004,0.31494,0.28615
20.0375,0.57504,0.66694,0.04083,0.68589,0.29127,0.11207,0.58004,0.31494,0.28615
20.0382,0.57504,0.66694,0.04083,0.68588,0.29127,0.11207,0.58004,0.31494,0.28615
20.0389,0.57504,0.66694,0.04083,0.68588,0.29127,0.11207,0.58003,0.31494,0.28615
20.0396,0.57504,0.66694,0.04083,0.68587,0.29127,0.11207,0.58003,0.31493,0.28615
20.0403,0.57504,0.66694,0.04083,0.68587,0.29127,0.11207,0.58002,0.31493,0.28614
20.041,0.57504,0.66694,0.04083,0.68586,0.29127,0.11207,0.58002,0.31493,0.28614
20.0417,0.57504,0.66694,0.04083,0.68586,0.29127,0.11207,0.58002,0.31493,0.28614
20.0424,0.57504,0.66694,0.04083,0.68585,0.29127,0.11207,0.58001,0.31492,0.28614
20.0431,0.57504,0.66694,0.04083,0.68585,0.29127,0.11207,0.58001,0.31492,0.28614
20.0438,0.57504,0.66694,0.04083,0.68584,0.29127,0.11207,0.58001,0.31492,0.28613
20.0444,0.57504,0.66694,0.04083,0.68584,0.29127,0.11207,0.58,0.31492,0.28613
20.0451,0.57504,0.66694,0.04083,0.68583,0.29127,0.11207,0.58,0.31491,0.28613
20.0458,0.57504,0.66694,0.04083,0.68582,0.29127,0.11207,0.58,0.31491,0.28613
20.0465,0.57504,0.66694,0.04083,0.68582,0.29127,0.11207,0.57999,0.31491,0.28613
20.0472,0.57504,0.66694,0.04083,0.68581,0.29127,0.11207,0.57999,0.31491,0.28613
20.0479,0.57504,0.66694,0.04083,0.68581,0.29127,0.11208,0.57998,0.3149,0.28612
20.0486,0.57504,0.66694,0.04083,0.6858,0.29127,0.11208,0.57998,0.3149,0.28612
20.0493,0.57504,0.66694,0.04083,0.6858,0.29127,0.11208,0.57998,0.3149,0.28612
20.05,0.57504,0.66694,0.04083,0.68579,0.29127,0.11208,0.57997,0.3149,0.28612
20.0507,0.57504,0.66694,0.04083,0.68579,0.29127,0.11208,0.57997,0.3149,0.28612
20.0514,0.57504,0.66694,0.04083,0.68578,0.29127,0.11208,0.57997,0.31489,0.28612
20.0521,0.57504,0.66694,0.04083,0.68578,0.29127,0.11208,0.57996,0.31489,0.28611
20.0528,0.57504,0.66694,0.04083,0.68577,0.29127,0.11208,0.57996,0.31489,0.28611
20.0535,0.57504,0.66694,0.04083,0.68577,0.29127,0.11208,0.57996,0.31489,0.28611
20.0542,0.57504,0.66694,0.04083,0.68576,0.29127,0.11208,0.57995,0.31488,0.28611
20.0549,0.57504,0.66694,0.04083,0.68576,0.29127,0.11208,0.57995,0.31488,0.28611
20.0556,0.57504,0.66694,0.04083,0.68575,0.29127,0.11208,0.57994,0.31488,0.2861
20.0562,0.57504,0.66694,0.04083,0.68575,0.29127,0.11208,0.57994,0.31488,0.2861
20.0569,0.57504,0.66694,0.04083,0.68574,0.29127,0.11208,0.57994,0.31487,0.2861
20.0576,0.57504,0.66694,0.04083,0.68574,0.29127,0.11208,0.57993,0.31487,0.2861
20.0583,0.57504,0.66694,0.04083,0.68573,0.29127,0.11208,0.57993,0.31487,0.2861
20.059,0.57504,0.66694,0.04083,0.68573,0.29127,0.11208,0.57993,0.31487,0.2861
20.0597,0.57504,0.66694,0.04083,0.68572,0.29127,0.11208,0.57992,0.31486,0.28609
20.0604,0.57504,0.66694,0.04083,0.68572,0.29127,0.11208,0.57992,0.31486,0.28609
20.0611,0.57504,0.66694,0.04083,0.68571,0.29127,0.11208,0.57992,0.31486,0.28609
20.0618,0.57504,0.66694,0.04083,0.68571,0.29127,0.11208,0.57991,0.31486,0.28609
20.0625,0.57504,0.66694,0.04083,0.6857,0.29127,0.11208,0.57991,0.31486,0.28609
20.0632,0.57504,0.66694,0.04083,0.6857,0.29127,0.11208,0.57991,0.31485,0.28609
20.0639,0.57504,0.66694,0.04083,0.68569,0.29127,0.11208,0.5799,0.31485,0.28608
20.0646,0.57504,0.66694,0.04083,0.68569,0.29127,0.11208,0.5799,0.31485,0.28608
20.0653,0.57504,0.66694,0.04083,0.68568,0.29127,0.11208,0.57989,0.31485,0.28608
20.066,0.57504,0.66694,0.04083,0.68568,0.29127,0.11208,0.57989,0.31484,0.28608
20.0667,0.57504,0.66694,0.04083,0.68567,0.29127,0.11208,0.57989,0.31484,0.28608
20.0674,0.57504,0.66694,0.04083,0.68567,0.29127,0.11208,0.57988,0.31484,0.28607
20.0681,0.57504,0.66694,0.04083,0.68566,0.29127,0.11208,0.57988,0.31484,0.28607
20.0688,0.57504,0.66694,0.04083,0.68565,0.29127,0.11208,0.57988,0.31483,0.28607
20.0694,0.57504,0.66694,0.04083,0.68565,0.29127,0.11208,0.57987,0.31483,0.28607
20.0701,0.57504,0.66694,0.04083,0.68564,0.29127,0.11208,0.57987,0.31483,0.28607
20.0708,0.57504,0.66694,0.04083,0.68564,0.29127,0.11208,0.57987,0.31483,0.28607
20.0715,0.57504,0.66694,0.04083,0.68563,0.29127,0.11208,0.57986,0.31482,0.28606
20.0722,0.57504,0.66694,0.04083,0.68563,0.29127,0.11208,0.57986,0.31482,0.28606
20.0729,0.57504,0.66694,0.04083,0.68562,0.29127,0.11208,0.57985,0.31482,0.28606
20.0736,0.57504,0.66694,0.04083,0.68562,0.29127,0.11208,0.57985,0.31482,0.28606
20.0743,0.57504,0.66694,0.04083,0.68561,0.29127,0.11208,0.57985,0.31481,0.28606
20.075,0.57504,0.66694,0.04083,0.68561,0.29127,0.11208,0.57984,0.31481,0.28606
20.0757,0.57504,0.66694,0.04083,0.6856,0.29127,0.11208,0.57984,0.31481,0.28605
20.0764,0.57504,0.66694,0.04083,0.6856,0.29127,0.11209,0.57984,0.31481,0.28605
20.0771,0.57504,0.66694,0.04083,0.68559,0.29127,0.11209,0.57983,0.31481,0.28605
20.0778,0.57504,0.66694,0.04083,0.68559,0.29127,0.11209,0.57983,0.3148,0.28605
20.0785,0.57504,0.66694,0.04083,0.68558,0.29127,0.11209,0.57983,0.3148,0.28605
20.0792,0.57504,0.66694,0.04083,0.68558,0.29127,0.11209,0.57982,0.3148,0.28605
20.0799,0.57504,0.66694,0.04083,0.68557,0.29127,0.11209,0.57982,0.3148,0.28604
20.0806,0.57504,0.66694,0.04083,0.68557,0.29127,0.11209,0.57981,0.31479,0.28604
20.0812,0.57504,0.66694,0.04083,0.68556,0.29127,0.11209,0.57981,0.31479,0.28604
20.0819,0.57504,0.66694,0.04083,0.68556,0.29127,0.11209,0.57981,0.31479,0.28604
20.0826,0.57504,0.66694,0.04083,0.68555,0.29127,0.11209,0.5798,0.31479,0.28604
20.0833,0.57504,0.66694,0.04083,0.68555,0.29127,0.11209,0.5798,0.31478,0.28603
20.084,0.57504,0.66694,0.04083,0.68554,0.29127,0.11209,0.5798,0.31478,0.28603
20.0847,0.57504,0.66694,0.04083,0.68554,0.29127,0.11209,0.57979,0.31478,0.28603
20.0854,0.57504,0.66694,0.04083,0.68553,0.29127,0.11209,0.57979,0.31478,0.28603
20.0861,0.57504,0.66694,0.04083,0.68553,0.29127,0.11209,0.57979,0.31477,0.28603
20.0868,0.57504,0.66694,0.04083,0.68552,0.29127,0.11209,0.57978,0.31477,0.28603
20.0875,0.57504,0.66694,0.04083,0.68552,0.29127,0.11209,0.57978,0.31477,0.28602
20.0882,0.57504,0.66694,0.04083,0.68551,0.29127,0.11209,0.57977,0.31477,0.28602
20.0889,0.57504,0.66694,0.04083,0.6855,0.29127,0.11209,0.57977,0.31477,0.28602
20.0896,0.57504,0.66694,0.04083,0.6855,0.29127,0.11209,0.57977,0.31476,0.28602
20.0903,0.57504,0.66694,0.04083,0.68549,0.29127,0.11209,0.57976,0.31476,0.28602
20.091,0.57504,0.66694,0.04083,0.68549,0.29127,0.11209,0.57976,0.31476,0.28602
20.0917,0.57504,0.66694,0.04083,0.68548,0.29127,0.11209,0.57976,0.31476,0.28601
20.0924,0.57504,0.66694,0.04083,0.68548,0.29127,0.11209,0.57975,0.31475,0.28601
20.0931,0.57504,0.66694,0.04083,0.68547,0.29127,0.11209,0.57975,0.31475,0.28601
20.0938,0.57504,0.66694,0.04083,0.68547,0.29127,0.11209,0.57975,0.31475,0.28601
20.0944,0.57504,0.66694,0.04083,0.68546,0.29127,0.11209,0.57974,0.31475,0.28601
20.0951,0.57504,0.66694,0.04083,0.68546,0.29127,0.11209,0.57974,0.31474,0.286
20.0958,0.57504,0.66694,0.04083,0.68545,0.29127,0.11209,0.57974,0.31474,0.286
20.0965,0.57504,0.66694,0.04083,0.68545,0.29127,0.11209,0.57973,0.31474,0.286
20.0972,0.57504,0.66694,0.04083,0.68544,0.29127,0.11209,0.57973,0.31474,0.286
20.0979,0.57504,0.66694,0.04083,0.68544,0.29127,0.11209,0.57972,0.31473,0.286
20.0986,0.57504,0.66694,0.04083,0.68543,0.29127,0.11209,0.57972,0.31473,0.286
20.0993,0.57504,0.66694,0.04083,0.68543,0.29127,0.11209,0.57972,0.31473,0.28599
20.1,0.57504,0.66694,0.04083,0.68542,0.29127,0.11209,0.57971,0.31473,0.28599
20.1007,0.57504,0.66694,0.04083,0.68542,0.29127,0.11209,0.57971,0.31473,0.28599
20.1014,0.57504,0.66694,0.04083,0.68541,0.29127,0.11209,0.57971,0.31472,0.28599
20.1021,0.57504,0.66694,0.04083,0.68541,0.29127,0.11209,0.5797,0.31472,0.28599
20.1028,0.57504,0.66694,0.04083,0.6854,0.29127,0.11209,0.5797,0.31472,0.28599
20.1035,0.57504,0.66694,0.04083,0.6854,0.29127,0.1121,0.5797,0.31472,0.28598
20.1042,0.57504,0.66694,0.04083,0.68539,0.29127,0.1121,0.57969,0.31471,0.28598
20.1049,0.57504,0.66694,0.04083,0.68539,0.29127,0.1121,0.57969,0.31471,0.28598
20.1056,0.57504,0.66694,0.04083,0.68538,0.29127,0.1121,0.57968,0.31471,0.28598
20.1062,0.57504,0.66694,0.04083,0.68538,0.29127,0.1121,0.57968,0.31471,0.28598
20.1069,0.57504,0.66694,0.04083,0.68537,0.29127,0.1121,0.57968,0.3147,0.28598
20.1076,0.57504,0.66694,0.04083,0.68536,0.29127,0.1121,0.57967,0.3147,0.28597
20.1083,0.57504,0.66694,0.04083,0.68536,0.29127,0.1121,0.57967,0.3147,0.28597
20.109,0.57504,0.66694,0.04083,0.68535,0.29127,0.1121,0.57967,0.3147,0.28597
20.1097,0.57504,0.66694,0.04083,0.68535,0.29127,0.1121,0.57966,0.31469,0.28597
20.1104,0.57504,0.66694,0.04083,0.68534,0.29127,0.1121,0.57966,0.31469,0.28597
20.1111,0.57504,0.66694,0.04083,0.68534,0.29127,0.1121,0.57966,0.31469,0.28597
20.1118,0.57504,0.66694,0.04083,0.68533,0.29127,0.1121,0.57965,0.31469,0.28596
20.1125,0.57504,0.66694,0.04083,0.68533,0.29127,0.1121,0.57965,0.31469,0.28596
20.1132,0.57504,0.66694,0.04083,0.68532,0.29127,0.1121,0.57964,0.31468,0.28596
20.1139,0.57504,0.66694,0.04083,0.68532,0.29127,0.1121,0.57964,0.31468,0.28596
20.1146,0.57504,0.66694,0.04083,0.68531,0.29127,0.1121,0.57964,0.31468,0.28596
20.1153,0.57504,0.66694,0.04083,0.68531,0.29127,0.1121,0.57963,0.31468,0.28595
20.116,0.57504,0.66694,0.04083,0.6853,0.29127,0.1121,0.57963,0.31467,0.28595
20.1167,0.57504,0.66694,0.04083,0.6853,0.29127,0.1121,0.57963,0.31467,0.28595
20.1174,0.57504,0.66694,0.04083,0.68529,0.29127,0.1121,0.57962,0.31467,0.28595
20.1181,0.57504,0.66694,0.04083,0.68529,0.29127,0.1121,0.57962,0.31467,0.28595
20.1188,0.57504,0.66694,0.04083,0.68528,0.29127,0.1121,0.57962,0.31466,0.28595
20.1194,0.57504,0.66694,0.04083,0.68528,0.29127,0.1121,0.57961,0.31466,0.28594
20.1201,0.57504,0.66694,0.04083,0.68527,0.29127,0.1121,0.57961,0.31466,0.28594
20.1208,0.57504,0.66694,0.04083,0.68527,0.29127,0.1121,0.5796,0.31466,0.28594
20.1215,0.57504,0.66694,0.04083,0.68526,0.29127,0.1121,0.5796,0.31465,0.28594
20.1222,0.57504,0.66694,0.04083,0.68526,0.29127,0.1121,0.5796,0.31465,0.28594
20.1229,0.57504,0.66694,0.04083,0.68525,0.29127,0.1121,0.57959,0.31465,0.28594
20.1236,0.57504,0.66694,0.04083,0.68525,0.29127,0.1121,0.57959,0.31465,0.28593
20.1243,0.57504,0.66694,0.04083,0.68524,0.29127,0.1121,0.57959,0.31464,0.28593
20.125,0.57504,0.66694,0.04083,0.68524,0.29127,0.1121,0.57958,0.31464,0.28593
20.1257,0.57504,0.66694,0.04083,0.68523,0.29127,0.1121,0.57958,0.31464,0.28593
20.1264,0.57504,0.66694,0.04083,0.68523,0.29127,0.1121,0.57958,0.31464,0.28593
20.1271,0.57504,0.66694,0.04083,0.68522,0.29127,0.1121,0.57957,0.31464,0.28593
20.1278,0.57504,0.66694,0.04083,0.68522,0.29127,0.1121,0.57957,0.31463,0.28592
20.1285,0.57504,0.66694,0.04083,0.68521,0.29127,0.1121,0.57956,0.31463,0.28592
20.1292,0.57504,0.66694,0.04083,0.6852,0.29127,0.1121,0.57956,0.31463,0.28592
20.1299,0.57504,0.66694,0.04083,0.6852,0.29127,0.1121,0.57956,0.31463,0.28592
20.1306,0.57504,0.66694,0.04083,0.68519,0.29127,0.1121,0.57955,0.31462,0.28592
20.1312,0.57504,0.66694,0.04083,0.68519,0.29127,0.1121,0.57955,0.31462,0.28592
20.1319,0.57504,0.66694,0.04083,0.68518,0.29127,0.11211,0.57955,0.31462,0.28591
20.1326,0.57504,0.66694,0.04083,0.68518,0.29127,0.11211,0.57954,0.31462,0.28591
20.1333,0.57504,0.66694,0.04083,0.68517,0.29127,0.11211,0.57954,0.31461,0.28591
