t_days,Ca_uM,YAP_nuclear,NFkB,STAT6,inflam,transit,healing,fbgc_prone,fbgc_risk
26.7319,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2053
26.7326,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20525
26.7333,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2052
26.734,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20515
26.7347,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2051
26.7354,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20505
26.7361,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20499
26.7368,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20494
26.7375,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20489
26.7382,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20484
26.7389,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20479
26.7396,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20474
26.7403,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20468
26.741,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20463
26.7417,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20458
26.7424,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20453
26.7431,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20448
26.7438,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20443
26.7444,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20438
26.7451,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20432
26.7458,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20427
26.7465,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20422
26.7472,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20417
26.7479,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20412
26.7486,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20407
26.7493,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20402
26.75,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20396
26.7507,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20391
26.7514,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20386
26.7521,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20381
26.7528,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20376
26.7535,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20371
26.7542,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20365
26.7549,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2036
26.7556,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20355
26.7562,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2035
26.7569,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20345
26.7576,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2034
26.7583,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20335
26.759,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20329
26.7597,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20324
26.7604,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20319
26.7611,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20314
26.7618,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20309
26.7625,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20304
26.7632,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20299
26.7639,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20293
26.7646,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20288
26.7653,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20283
26.766,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20278
26.7667,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20273
26.7674,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20268
26.7681,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20262
26.7688,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20257
26.7694,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20252
26.7701,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20247
26.7708,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20242
26.7715,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20237
26.7722,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20232
26.7729,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20226
26.7736,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20221
26.7743,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20216
26.775,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20211
26.7757,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20206
26.7764,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20201
26.7771,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20196
26.7778,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2019
26.7785,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20185
26.7792,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2018
26.7799,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20175
26.7806,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2017
26.7812,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20165
26.7819,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20159
26.7826,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20154
26.7833,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20149
26.784,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20144
26.7847,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20139
26.7854,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20134
26.7861,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20129
26.7868,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20123
26.7875,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20118
26.7882,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20113
26.7889,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20108
26.7896,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20103
26.7903,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20098
26.791,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20092
26.7917,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20087
26.7924,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20082
26.7931,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20077
26.7938,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20072
26.7944,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20067
26.7951,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20062
26.7958,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20056
26.7965,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20051
26.7972,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20046
26.7979,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20041
26.7986,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20036
26.7993,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20031
26.8,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20026
26.8007,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2002
26.8014,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20015
26.8021,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2001
26.8028,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.20005
26.8035,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.2
26.8042,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19995
26.8049,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19989
26.8056,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19984
26.8062,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19979
26.8069,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19974
26.8076,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19969
26.8083,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19964
26.809,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19959
26.8097,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19953
26.8104,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19948
26.8111,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19943
26.8118,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19938
26.8125,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19933
26.8132,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19928
26.8139,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19923
26.8146,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19917
26.8153,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19912
26.816,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19907
26.8167,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19902
26.8174,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19897
26.8181,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19892
26.8188,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19886
26.8194,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19881
26.8201,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19876
26.8208,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19871
26.8215,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19866
26.8222,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19861
26.8229,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19856
26.8236,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1985
26.8243,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19845
26.825,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1984
26.8257,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19835
26.8264,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1983
26.8271,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19825
26.8278,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1982
26.8285,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19814
26.8292,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19809
26.8299,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19804
26.8306,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19799
26.8312,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19794
26.8319,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19789
26.8326,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19783
26.8333,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19778
26.834,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19773
26.8347,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19768
26.8354,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19763
26.8361,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19758
26.8368,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19753
26.8375,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19747
26.8382,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19742
26.8389,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19737
26.8396,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19732
26.8403,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19727
26.841,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19722
26.8417,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19717
26.8424,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19711
26.8431,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19706
26.8438,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19701
26.8444,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19696
26.8451,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19691
26.8458,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19686
26.8465,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1968
26.8472,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19675
26.8479,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1967
26.8486,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19665
26.8493,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1966
26.85,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19655
26.8507,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1965
26.8514,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19644
26.8521,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19639
26.8528,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19634
26.8535,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19629
26.8542,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19624
26.8549,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19619
26.8556,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19613
26.8562,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19608
26.8569,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19603
26.8576,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19598
26.8583,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19593
26.859,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19588
26.8597,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19583
26.8604,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19577
26.8611,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19572
26.8618,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19567
26.8625,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19562
26.8632,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19557
26.8639,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19552
26.8646,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19547
26.8653,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19541
26.866,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19536
26.8667,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19531
26.8674,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19526
26.8681,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19521
26.8688,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19516
26.8694,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1951
26.8701,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19505
26.8708,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.195
26.8715,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19495
26.8722,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1949
26.8729,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19485
26.8736,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1948
26.8743,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19474
26.875,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19469
26.8757,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19464
26.8764,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19459
26.8771,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19454
26.8778,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19449
26.8785,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19444
26.8792,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19438
26.8799,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19433
26.8806,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19428
26.8812,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19423
26.8819,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19418
26.8826,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19413
26.8833,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19407
26.884,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19402
26.8847,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19397
26.8854,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19392
26.8861,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19387
26.8868,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19382
26.8875,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19377
26.8882,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19371
26.8889,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19366
26.8896,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19361
26.8903,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19356
26.891,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19351
26.8917,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19346
26.8924,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19341
26.8931,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19335
26.8938,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1933
26.8944,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19325
26.8951,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1932
26.8958,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19315
26.8965,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1931
26.8972,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19304
26.8979,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19299
26.8986,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19294
26.8993,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19289
26.9,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19284
26.9007,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19279
26.9014,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19274
26.9021,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19268
26.9028,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19263
26.9035,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19258
26.9042,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19253
26.9049,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19248
26.9056,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19243
26.9062,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19237
26.9069,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19232
26.9076,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19227
26.9083,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19222
26.909,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19217
26.9097,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19212
26.9104,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19207
26.9111,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19201
26.9118,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19196
26.9125,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19191
26.9132,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19186
26.9139,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19181
26.9146,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19176
26.9153,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19171
26.916,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19165
26.9167,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1916
26.9174,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19155
26.9181,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1915
26.9188,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19145
26.9194,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.1914
26.9201,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19134
26.9208,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19129
26.9215,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19124
26.9222,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19119
26.9229,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19114
26.9236,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19109
26.9243,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19104
26.925,0.51215,0.65786,0.03542,0.66095,0.2844,0.09895,0.63197,0.54103,0.19098
